step,true,pred,loss,error,abs_error
0,0.026510717,1.9311184,4.457388401031494,-1.9046077,1.9046077
1,-0.013371226,0.21256125,0.06272298842668533,-0.22593248,0.22593248
2,0.031587485,0.055670295,0.0007126618875190616,-0.02408281,0.02408281
3,0.040540013,0.048117284,7.054937304928899e-05,-0.0075772703,0.0075772703
4,0.32258287,0.0463073,0.09378954023122787,0.27627558,0.27627558
5,0.30990517,0.17541419,0.02222571149468422,0.13449098,0.13449098
6,0.2516114,0.26556236,0.00023915350902825594,-0.013950944,0.013950944
7,0.3610529,0.11680016,0.07330747693777084,0.24425274,0.24425274
8,0.340645,0.24345274,0.01160733588039875,0.09719224,0.09719224
9,0.31100285,0.23911239,0.006350555922836065,0.07189046,0.07189046
10,0.17415835,0.39624345,0.06060497462749481,-0.2220851,0.2220851
11,0.33006424,0.5204968,0.04456065967679024,-0.19043255,0.19043255
12,0.35402974,0.5528788,0.048586588352918625,-0.19884905,0.19884905
13,0.305129,0.4583197,0.028835950419306755,-0.1531907,0.1531907
14,0.30033562,0.41887307,0.01726555824279785,-0.118537456,0.118537456
15,0.5283141,0.59479487,0.005430771503597498,-0.066480756,0.066480756
16,0.5411208,0.55351853,0.00018886549514718354,-0.0123977065,0.0123977065
17,0.42106003,0.46940187,0.002871544798836112,-0.04834184,0.04834184
18,0.4918064,0.45840618,0.001370779238641262,0.033400208,0.033400208
19,0.7105408,0.6928462,0.0003847246407531202,0.017694592,0.017694592
20,0.5340684,0.6872554,0.028834549710154533,-0.15318698,0.15318698
21,0.66569924,0.71971136,0.0035846922546625137,-0.05401212,0.05401212
22,0.655752,1.066174,0.20698116719722748,-0.41042203,0.41042203
23,0.7507747,0.83257496,0.008222030475735664,-0.08180028,0.08180028
24,0.639204,0.8229406,0.04148208722472191,-0.18373656,0.18373656
25,0.75773907,0.8495997,0.010368797928094864,-0.09186065,0.09186065
26,0.7887312,0.83174753,0.0022737111430615187,-0.043016315,0.043016315
27,0.81719214,0.96241057,0.025912703946232796,-0.14521843,0.14521843
28,0.82355946,0.8867644,0.004908752162009478,-0.063204944,0.063204944
29,0.8707318,1.0782901,0.052935823798179626,-0.20755833,0.20755833
30,1.0751868,1.0542494,0.000538659340236336,0.020937443,0.020937443
31,1.1309801,1.1298476,1.576011641191144e-06,0.0011324883,0.0011324883
32,0.8288541,0.8617704,0.0013313477393239737,-0.032916307,0.032916307
33,0.6779463,1.0778517,0.19650961458683014,-0.39990532,0.39990532
34,0.98537153,1.0933044,0.014314526692032814,-0.107932866,0.107932866
35,0.9595436,1.1301723,0.035774488002061844,-0.17062867,0.17062867
36,1.0611541,1.2049716,0.02541515789926052,-0.14381742,0.14381742
37,0.9966976,1.125861,0.020499765872955322,-0.12916344,0.12916344
38,0.9862497,1.2177951,0.06587820500135422,-0.23154545,0.23154545
39,1.1044769,1.2023547,0.011771642602980137,-0.09787774,0.09787774
40,1.1286752,1.1809177,0.0033536539413034916,-0.052242517,0.052242517
41,0.87236434,1.291789,0.2161611169576645,-0.4194247,0.4194247
42,0.93759537,1.183915,0.07455344498157501,-0.24631965,0.24631965
43,1.0159461,1.1031955,0.009353924542665482,-0.0872494,0.0872494
