step,true,pred,loss,error,abs_error
0,0.026510717,1.8936601,4.283783435821533,-1.8671494,1.8671494
1,-0.013371226,0.44516397,0.25835373997688293,-0.4585352,0.4585352
2,0.031587485,0.17568386,0.025513820350170135,-0.14409637,0.14409637
3,0.040540013,0.09941542,0.004259290639311075,-0.058875408,0.058875408
4,0.32258287,0.08064678,0.07192349433898926,0.24193609,0.24193609
5,0.30990517,0.20435892,0.013688468374311924,0.10554625,0.10554625
6,0.2516114,0.29885542,0.0027426041197031736,-0.047244012,0.047244012
7,0.3610529,0.15060462,0.05442020669579506,0.21044828,0.21044828
8,0.340645,0.27080965,0.005992659367620945,0.069835335,0.069835335
9,0.31100285,0.26738235,0.002338030841201544,0.043620497,0.043620497
10,0.17415835,0.4174058,0.07270529866218567,-0.24324746,0.24324746
11,0.33006424,0.55098736,0.059972427785396576,-0.22092313,0.22092313
12,0.35402974,0.5847883,0.06543123722076416,-0.23075858,0.23075858
13,0.305129,0.49882713,0.046102073043584824,-0.19369814,0.19369814
14,0.30033562,0.4747536,0.03738107904791832,-0.17441797,0.17441797
15,0.5283141,0.62554866,0.011617439799010754,-0.09723455,0.09723455
16,0.5411208,0.60458225,0.0049486830830574036,-0.06346142,0.06346142
17,0.42106003,0.5346953,0.015867045149207115,-0.1136353,0.1136353
18,0.4918064,0.528603,0.0016637413064017892,-0.03679663,0.03679663
19,0.7105408,0.72730464,0.0003453168028499931,-0.016763866,0.016763866
20,0.5340684,0.7515854,0.058137428015470505,-0.21751702,0.21751702
21,0.66569924,0.787333,0.018179329112172127,-0.12163377,0.12163377
22,0.655752,1.0977468,0.24005112051963806,-0.44199485,0.44199485
23,0.7507747,0.93206084,0.04038302227854729,-0.18128616,0.18128616
24,0.639204,0.90779704,0.08864593505859375,-0.268593,0.268593
25,0.75773907,0.9170363,0.031180700287222862,-0.15929723,0.15929723
26,0.7887312,0.90507287,0.01663181558251381,-0.11634165,0.11634165
27,0.81719214,1.0174937,0.04929902032017708,-0.20030159,0.20030159
28,0.82355946,0.9607562,0.023128988221287727,-0.13719672,0.13719672
29,0.8707318,1.1354828,0.08612804859876633,-0.26475102,0.26475102
30,1.0751868,1.132864,0.004087689332664013,-0.05767715,0.05767715
31,1.1309801,1.1911998,0.004456006921827793,-0.060219646,0.060219646
32,0.8288541,0.9694225,0.02427978254854679,-0.14056844,0.14056844
33,0.6779463,1.1385721,0.26071488857269287,-0.46062577,0.46062577
34,0.98537153,1.1748624,0.04412109777331352,-0.18949085,0.18949085
35,0.9595436,1.2083404,0.0760604739189148,-0.24879682,0.24879682
36,1.0611541,1.2806655,0.05920841544866562,-0.21951139,0.21951139
37,0.9966976,1.221516,0.062105949968099594,-0.22481841,0.22481841
38,0.9862497,1.3007948,0.12157251685857773,-0.31454515,0.31454515
39,1.1044769,1.2845706,0.03985347971320152,-0.18009365,0.18009365
40,1.1286752,1.2824106,0.029041389003396034,-0.1537354,0.1537354
41,0.87236434,1.3779982,0.31415340304374695,-0.5056339,0.5056339
42,0.93759537,1.2962499,0.15806007385253906,-0.3586545,0.3586545
43,1.0159461,1.2162344,0.04929247125983238,-0.2002883,0.2002883
44,1.0426153,1.4043362,0.16077439486980438,-0.36172092,0.36172092
45,1.0154597,1.3659103,0.15091176331043243,-0.35045063,0.35045063
46,1.0857904,1.3256637,0.0707022175192833,-0.23987329,0.23987329
47,1.1453233,1.2704678,0.01924387738108635,-0.12514448,0.12514448
48,1.2203649,1.2269298,5.2955769206164405e-05,-0.0065648556,0.0065648556
49,1.1074122,1.408706,0.11154492944478989,-0.30129373,0.30129373
50,0.96476835,1.2638899,0.10994227975606918,-0.29912156,0.29912156
51,1.0348077,1.4806539,0.24425283074378967,-0.4458462,0.4458462
52,1.0406258,1.3883861,0.14860369265079498,-0.34776032,0.34776032
53,1.0973226,1.3875376,0.1034926027059555,-0.29021502,0.29021502
54,1.0814648,1.3959618,0.12153536081314087,-0.314497,0.314497
55,1.243579,1.4571885,0.056067414581775665,-0.21360946,0.21360946
56,0.98739195,1.4368804,0.24825990200042725,-0.4494884,0.4494884
57,1.0661451,1.3760908,0.11804308742284775,-0.3099457,0.3099457
58,1.2564013,1.3730123,0.01670890301465988,-0.116611004,0.116611004
59,0.95481366,1.426202,0.27304068207740784,-0.4713884,0.4713884
60,1.0194076,1.3185692,0.10997164994478226,-0.29916155,0.29916155
61,0.90112793,1.3566569,0.2549773156642914,-0.45552897,0.45552897
62,0.99372286,1.4132553,0.2162722647190094,-0.41953248,0.41953248
63,0.89657575,1.4184856,0.33470380306243896,-0.5219099,0.5219099
64,1.067556,1.2226435,0.02955447882413864,-0.15508747,0.15508747
65,0.9650914,1.4126791,0.24616466462612152,-0.44758767,0.44758767
66,0.84351856,1.3581572,0.325442373752594,-0.5146386,0.5146386
67,1.0070388,1.3857542,0.17623628675937653,-0.3787154,0.3787154
68,0.92610735,1.2595179,0.13659287989139557,-0.33341056,0.33341056
69,0.9878263,1.1108061,0.01858392171561718,-0.12297982,0.12297982
70,0.7614369,1.2175841,0.25566980242729187,-0.45614725,0.45614725
71,0.8960098,1.177008,0.09702345728874207,-0.28099823,0.28099823
72,0.9186618,1.0419925,0.018690142780542374,-0.12333077,0.12333077
73,0.7804771,1.0501964,0.08939094841480255,-0.2697193,0.2697193
74,0.6777004,1.09358,0.21252241730690002,-0.4158796,0.4158796
75,0.77953625,1.043738,0.0857711210846901,-0.26420176,0.26420176
76,0.88592786,1.0899857,0.05116540938615799,-0.20405787,0.20405787
77,0.854465,1.0347192,0.03992457315325737,-0.18025422,0.18025422
78,0.6771353,1.003168,0.13061459362506866,-0.3260327,0.3260327
79,0.56914115,0.8951017,0.13055679202079773,-0.32596058,0.32596058
80,0.6311847,0.8859752,0.07976927608251572,-0.25479048,0.25479048
81,0.6037063,0.88524085,0.09739413112401962,-0.28153455,0.28153455
82,0.6708667,0.7129368,0.002174784429371357,-0.04207009,0.04207009
83,0.5908257,0.8033376,0.05549270287156105,-0.2125119,0.2125119
84,0.50055975,0.8713164,0.16890688240528107,-0.37075663,0.37075663
85,0.66035116,0.7209194,0.004507741425186396,-0.060568213,0.060568213
86,0.5375078,0.8028835,0.0865349993109703,-0.26537573,0.26537573
87,0.54007334,0.72139746,0.04039991647005081,-0.18132412,0.18132412
88,0.2966521,0.6556688,0.15837936103343964,-0.3590167,0.3590167
89,0.1989228,0.49159238,0.10525060445070267,-0.2926696,0.2926696
90,0.2694019,0.41869813,0.027388419955968857,-0.14929622,0.14929622
91,0.33654818,0.52277684,0.042615000158548355,-0.18622866,0.18622866
92,0.41335458,0.50279754,0.00983019545674324,-0.08944297,0.08944297
93,0.092314035,0.37683916,0.09947426617145538,-0.28452513,0.28452513
94,0.45638108,0.47700307,0.0005225522327236831,-0.020621985,0.020621985
95,0.28448248,0.39753428,0.01570451259613037,-0.1130518,0.1130518
96,0.37359455,0.3028773,0.00614497484639287,0.070717245,0.070717245
97,0.11895391,0.30242613,0.04136279970407486,-0.18347222,0.18347222
98,0.22780773,0.36532488,0.023237166926264763,-0.13751715,0.13751715
99,0.15573625,0.1167056,0.0018718924839049578,0.039030656,0.039030656
100,0.19874401,0.18751575,0.00015491555677726865,0.011228263,0.011228263
101,0.06335905,0.06711447,1.7329552065348253e-05,-0.0037554204,0.0037554204
102,0.1038672,0.077806294,0.0008345433743670583,0.026060909,0.026060909
103,0.1366582,0.14571466,0.00010078275226987898,-0.009056449,0.009056449
104,-0.06865963,-0.025173573,0.0023236460983753204,-0.04348606,0.04348606
105,-0.00913119,0.058830205,0.005675366148352623,-0.067961395,0.067961395
106,-0.25174794,0.11542183,0.1656544804573059,-0.36716977,0.36716977
107,-0.022069989,-0.09157404,0.005935940425843,0.06950405,0.06950405
108,0.07407421,-0.12886849,0.05060764402151108,0.2029427,0.2029427
109,-0.274582,-0.23626849,0.0018037395784631371,-0.038313508,0.038313508
110,-0.18765983,-0.27396843,0.009153293445706367,0.0863086,0.0863086
111,-0.11845744,-0.2946829,0.03815985098481178,0.17622545,0.17622545
112,-0.23091295,-0.27985463,0.002943243831396103,0.04894167,0.04894167
113,-0.24462542,-0.27000758,0.0007916386821307242,0.025382161,0.025382161
114,-0.32681522,-0.3253732,2.5551298676873557e-06,-0.0014420152,0.0014420152
115,-0.3565791,-0.2816154,0.006905118003487587,-0.07496369,0.07496369
116,-0.34792176,-0.31097612,0.0016772442031651735,-0.03694564,0.03694564
117,-0.3599867,-0.42463365,0.005135298240929842,0.06464696,0.06464696
118,-0.5065875,-0.48914078,0.00037402324960567057,-0.017446727,0.017446727
119,-0.4187003,-0.49699774,0.007532943040132523,0.078297436,0.078297436
120,-0.2782438,-0.63290316,0.15455833077430725,0.35465935,0.35465935
121,-0.49933538,-0.5229239,0.0006837096880190074,0.023588508,0.023588508
122,-0.6027815,-0.63674,0.001416992163285613,0.033958554,0.033958554
123,-0.51512635,-0.60602796,0.01015342678874731,0.09090161,0.09090161
124,-0.59165734,-0.6607271,0.005862002726644278,0.06906974,0.06906974
125,-0.67351407,-0.56972736,0.013235862366855145,-0.10378671,0.10378671
126,-0.5445109,-0.6326216,0.009539537131786346,0.088110685,0.088110685
127,-0.64746207,-0.62094146,0.0008642403408885002,-0.02652061,0.02652061
128,-0.6561652,-0.64921993,5.927296297159046e-05,-0.0069452524,0.0069452524
129,-0.5948624,-0.62677974,0.0012517700670287013,0.031917334,0.031917334
130,-0.7792843,-0.6044588,0.03755598142743111,-0.17482549,0.17482549
131,-0.81513685,-0.6938533,0.018074771389365196,-0.12128353,0.12128353
132,-0.5881588,-0.77754575,0.04407268390059471,0.18938696,0.18938696
133,-0.861852,-0.744809,0.01683296263217926,-0.11704302,0.11704302
134,-0.7792199,-0.8250641,0.0025824899785220623,0.045844197,0.045844197
135,-0.8735855,-0.8113051,0.004766200669109821,-0.062280416,0.062280416
136,-0.7535365,-0.8211394,0.005615659058094025,0.06760287,0.06760287
137,-0.67271644,-0.8388824,0.033927638083696365,0.16616595,0.16616595
138,-0.71417254,-0.81492823,0.012474053539335728,0.10075569,0.10075569
139,-0.49539474,-0.80991894,0.12155631184577942,0.3145242,0.3145242
140,-0.6343642,-0.80558985,0.03602522611618042,0.17122567,0.17122567
141,-0.84394985,-0.8354263,8.927017915993929e-05,-0.008523583,0.008523583
142,-0.877628,-0.8428337,0.0014875932829454541,-0.03479433,0.03479433
143,-0.49365756,-0.837244,0.14505790174007416,0.34358642,0.34358642
144,-0.6637928,-0.84773594,0.041575394570827484,0.18394315,0.18394315
145,-0.7161599,-0.7373255,0.0005504681030288339,0.02116561,0.02116561
146,-0.7719837,-0.82423145,0.00335432356223464,0.052247763,0.052247763
147,-0.7558151,-0.754486,2.1706352981709642e-06,-0.0013290644,0.0013290644
148,-0.9343985,-0.7374601,0.04765738174319267,-0.1969384,0.1969384
149,-0.77283484,-0.8062354,0.0013708046171814203,0.033400536,0.033400536
150,-0.7830835,-0.8554531,0.006435494404286146,0.072369576,0.072369576
151,-0.88160306,-0.8368687,0.002458966337144375,-0.04473436,0.04473436
152,-0.8453322,-0.7941026,0.0032248732168227434,-0.051229596,0.051229596
153,-0.63955146,-0.84849364,0.053644049912691116,0.20894217,0.20894217
154,-0.802465,-0.7997137,9.301587851950899e-06,-0.0027513504,0.0027513504
155,-0.58098537,-0.8055013,0.06193895637989044,0.22451591,0.22451591
156,-0.95958847,-0.87753385,0.008273227140307426,-0.082054615,0.082054615
157,-0.83439916,-0.8537441,0.0004598333325702697,0.019344926,0.019344926
158,-0.9328105,-0.7889889,0.025416603311896324,-0.1438216,0.1438216
159,-0.8941341,-0.797247,0.011534567922353745,-0.09688711,0.09688711
160,-0.8503149,-0.8329033,0.0003725215792655945,-0.01741159,0.01741159
161,-0.7294391,-0.80373925,0.006783429533243179,0.07430017,0.07430017
162,-0.7269147,-0.8256864,0.011987650766968727,0.09877169,0.09877169
163,-0.8132834,-0.8893847,0.007116268388926983,0.0761013,0.0761013
164,-0.95899886,-0.8263027,0.021636437624692917,-0.13269615,0.13269615
165,-0.5783989,-0.8459076,0.08793167024850845,0.26750875,0.26750875
166,-0.743756,-0.8894667,0.026088673621416092,0.1457107,0.1457107
167,-0.81486005,-0.8095009,3.529021341819316e-05,-0.005359173,0.005359173
168,-0.6628075,-0.80833656,0.02602367103099823,0.14552903,0.14552903
169,-0.65592295,-0.68745095,0.001221412094309926,0.031527996,0.031527996
170,-0.69367975,-0.7820546,0.009596814401447773,0.08837485,0.08837485
171,-0.6305627,-0.7789703,0.02706334739923477,0.14840758,0.14840758
172,-0.74386543,-0.71285444,0.001181678380817175,-0.031010985,0.031010985
173,-0.5342456,-0.7606775,0.06300060451030731,0.2264319,0.2264319
174,-0.6907137,-0.7212723,0.001147450297139585,0.030558586,0.030558586
175,-0.6312799,-0.68094045,0.00303034670650959,0.049660563,0.049660563
176,-0.48443738,-0.72814757,0.07298221439123154,0.24371019,0.24371019
177,-0.4064109,-0.6907268,0.09932806342840195,0.2843159,0.2843159
178,-0.34461257,-0.56658524,0.06054365262389183,0.22197267,0.22197267
179,-0.37289003,-0.5676,0.04658499360084534,0.19470999,0.19470999
180,-0.4850599,-0.569711,0.00880511850118637,0.08465114,0.08465114
181,-0.57985216,-0.57993627,8.69027871885919e-09,8.4102154e-05,8.4102154e-05
182,-0.25726703,-0.5093474,0.07808137685060501,0.25208035,0.25208035
183,-0.23167261,-0.4881077,0.08080241084098816,0.2564351,0.2564351
184,-0.40587792,-0.5373663,0.02124437876045704,0.13148835,0.13148835
185,-0.21549484,-0.46387234,0.07580431550741196,0.2483775,0.2483775
186,-0.30879137,-0.4870679,0.0390533022582531,0.17827654,0.17827654
187,-0.092467815,-0.41611204,0.1287078857421875,0.32364422,0.32364422
188,-0.2602056,-0.37061593,0.01497920323163271,0.11041033,0.11041033
189,0.02387661,-0.36165956,0.18264158070087433,0.38553616,0.38553616
190,-0.059839692,-0.25550118,0.047041378915309906,0.19566149,0.19566149
191,0.077593505,-0.23800352,0.12238695472478867,0.31559703,0.31559703
192,-0.111552,-0.30224386,0.04468211159110069,0.19069186,0.19069186
193,0.012957695,-0.26341936,0.09385846555233002,0.27637705,0.27637705
194,-0.08627108,-0.17525765,0.009730124846100807,0.088986576,0.088986576
195,0.13376667,-0.009571728,0.025246109813451767,0.1433384,0.1433384
196,0.17842217,-0.09114367,0.08928923308849335,0.26956582,0.26956582
197,0.36773816,0.018242063,0.1500907987356186,0.3494961,0.3494961
198,0.21605057,0.029371234,0.0428214967250824,0.18667933,0.18667933
199,0.28028363,0.055614058,0.062023721635341644,0.22466958,0.22466958
200,0.20095755,0.10951275,0.010275132022798061,0.091444805,0.091444805
201,0.34240445,0.2989966,0.0023152942303568125,0.043407857,0.043407857
202,0.29048273,0.2999107,0.00010922114597633481,-0.009427965,0.009427965
203,0.38016197,0.27501813,0.013584294356405735,0.105143845,0.105143845
204,0.4259495,0.56011736,0.02211904712021351,-0.13416785,0.13416785
205,0.41292706,0.422813,0.00012008962221443653,-0.009885937,0.009885937
206,0.49376953,0.40273863,0.010182330384850502,0.091030896,0.091030896
207,0.48884225,0.61164445,0.018530266359448433,-0.1228022,0.1228022
208,0.52679765,0.56756014,0.0020416988991200924,-0.040762484,0.040762484
