step,true,pred,loss,error,abs_error
0,0.026510717,1.9326986,4.46478796005249,-1.9061879,1.9061879
1,-0.013371226,0.15734369,0.03581065684556961,-0.17071491,0.17071491
2,0.031587485,-0.07885906,0.014989031478762627,0.11044654,0.11044654
3,0.040540013,0.09338209,0.0034310659393668175,-0.052842077,0.052842077
4,0.32258287,0.04125646,0.09725018590688705,0.2813264,0.2813264
5,0.30990517,0.07475355,0.06794622540473938,0.23515162,0.23515162
6,0.2516114,0.40638,0.02943304553627968,-0.15476859,0.15476859
7,0.3610529,0.197636,0.03281432017683983,0.1634169,0.1634169
8,0.340645,0.31337887,0.000913516036234796,0.027266115,0.027266115
9,0.31100285,0.33443776,0.0006748320301994681,-0.023434907,0.023434907
10,0.17415835,0.5686262,0.19120211899280548,-0.3944679,0.3944679
11,0.33006424,0.6296211,0.11026252061128616,-0.29955685,0.29955685
12,0.35402974,0.60435975,0.07700077444314957,-0.25033,0.25033
13,0.305129,0.48372322,0.03919262811541557,-0.17859423,0.17859423
14,0.30033562,0.40792298,0.014223018661141396,-0.10758737,0.10758737
15,0.5283141,0.56377274,0.0015449440106749535,-0.035458624,0.035458624
16,0.5411208,0.33054847,0.05448438972234726,0.21057236,0.21057236
17,0.42106003,0.3633198,0.004096625838428736,0.05774021,0.05774021
18,0.4918064,0.3389698,0.028702789917588234,0.15283659,0.15283659
19,0.7105408,0.37970775,0.13448908925056458,0.33083302,0.33083302
20,0.5340684,0.39120546,0.0250789113342762,0.14286295,0.14286295
21,0.66569924,0.49783203,0.03462589904665947,0.16786721,0.16786721
22,0.655752,0.639294,0.0003328293387312442,0.016457975,0.016457975
23,0.7507747,0.6885305,0.0047606551088392735,0.062244177,0.062244177
24,0.639204,0.6521972,0.0002074434160022065,-0.012993157,0.012993157
25,0.75773907,0.5484891,0.05380222573876381,0.20924997,0.20924997
26,0.7887312,0.6609802,0.02005387283861637,0.127751,0.127751
27,0.81719214,0.7058266,0.015239530242979527,0.11136556,0.11136556
28,0.82355946,0.659368,0.033126119524240494,0.16419148,0.16419148
29,0.8707318,0.81189764,0.004253321792930365,0.058834136,0.058834136
30,1.0751868,1.0640161,0.0001533309114165604,0.011170745,0.011170745
31,1.1309801,0.98457354,0.0263384822756052,0.14640659,0.14640659
