time,feature1,feature2,feature3,target,pattern_id
0.0,0.04967141530112327,1.1399355436586003,-0.06751782749743816,-0.19078075578773912,1.0
1.0,0.018116261302502636,1.0922692406771985,0.001469428588208718,-0.05409580965832909,1.0
2.0,0.1286231448555522,1.0045864148530292,-0.04741494667735476,0.022493737703318514,1.0
3.0,0.2480067234699303,0.9317603049250182,0.0169055658005097,0.2844725035631468,1.0
4.0,0.10404469470996444,1.0631224604237286,-0.12583165080442976,0.18311534463567386,1.0
5.0,0.1356785709361421,1.0285137711638197,0.1006252538025737,0.025544109721071018,1.0
6.0,0.3484909379295793,1.0735730011463231,0.0951050754253422,0.23917328532060383,1.0
7.0,0.29860504266343985,1.0414880003394351,0.02887157141690505,0.06713117085431242,1.0
8.0,0.2059901198774004,1.0758782392608959,0.1919929456782879,0.36120666385960293,1.0
9.0,0.338023392155931,0.9093938669243353,0.23519025721087267,0.23665492261554671,1.0
10.0,0.26797929711262763,1.085701701106761,-0.004095953740460984,0.3049574475199568,1.0
11.0,0.297995900643155,0.9638267998371542,0.09546140959291839,0.4771485407543997,1.0
12.0,0.39867762797285927,1.1407671919489073,0.10972586482879752,0.24576504395783086,1.0
13.0,0.21270153212463971,0.8525773107343136,0.10737381753367263,0.2643177380791204,1.0
14.0,0.2606928361281391,1.0824400943325272,0.2988390931821953,0.3748246867448419,1.0
15.0,0.40568950102828766,0.9150878557827976,0.21082576234816136,0.5657561390543167,1.0
16.0,0.3889194297766133,0.8157271753643183,0.21784898597316596,0.33826793426237145,1.0
17.0,0.5494347420519091,0.8171862894477806,0.05776791710466464,0.2347944489813248,1.0
18.0,0.4545112446942703,0.8173951586159237,0.33529772824321746,0.5001977664054915,1.0
19.0,0.4308565975944174,0.8748668821270438,0.1611666934276751,0.6272610477190386,1.0
20.0,0.7448688521029705,0.8669367031433111,0.30414424963103937,0.7183301501846979,1.0
21.0,0.6013616147285188,0.7386863853527745,0.33865626513335423,0.5776231085686324,1.0
22.0,0.6557207422329152,0.7742432089580895,0.45944871936482545,0.6078252610525227,1.0
23.0,0.5308909327200338,0.9707664962362759,0.2046496846076274,0.7887558247669543,1.0
24.0,0.6426708300432745,0.9084132910561393,0.04540213446461272,0.5101349325262508,1.0
25.0,0.7312672503700036,0.7576905209088431,0.3772211989236267,0.6813229138807161,1.0
26.0,0.6274417463929713,0.6955590049285933,0.5500203689173848,0.7615834931277073,1.0
27.0,0.801755620600805,0.6807859641700158,0.5046361933257113,0.8091076908947412,1.0
28.0,0.7250243577208583,0.7065054911065106,0.41210865348243053,0.7341075573936505,1.0
29.0,0.7760587784502805,0.5186156503619817,0.35199900670014794,0.8086722546001923,1.0
30.0,0.7644155171328193,0.5702931022974931,0.491503847340109,0.57575344301446,1.0
31.0,1.0283714725691406,0.4037277179339155,0.32266565553712495,0.7773188128848619,1.0
32.0,0.8595330024980403,0.5845087850129893,0.4764755378199372,0.9062335962272805,1.0
33.0,0.7720152515601573,0.5827773991641534,0.4877885364928847,0.7795569410302794,1.0
34.0,0.9760927834604894,0.4427080063972376,0.5512384351732715,0.8997367144091303,1.0
35.0,0.7869388252186991,0.620918718247828,0.7287258472472566,0.9537104402960712,1.0
36.0,0.9442128771010903,0.31298890379462463,0.4991030537163822,0.8890715975148382,1.0
37.0,0.740767613010815,0.26075338912928603,0.41561909827679455,0.9537810024984495,1.0
38.0,0.8164161449577801,0.400869800276374,0.47015804180271026,0.852961493319162,1.0
39.0,0.980501148635935,0.45400526680271963,0.30154797008364753,0.940153897079418,1.0
40.0,1.0453111527027377,0.48822520217442683,0.4142589322406905,1.032486111662119,1.0
41.0,0.9983099510618387,0.24417661321134881,0.4476062656080584,0.9968704190396851,1.0
42.0,0.9783669760183464,0.3678910719077447,0.4404549602330239,0.931278677300777,1.0
43.0,0.9676220029370223,0.22588543748856144,0.5119495212991956,1.0201540129250304,1.0
44.0,0.8567154099079071,0.18197244326382328,0.4178396090319026,1.0760285880083116,1.0
45.0,0.9384468286232297,0.25691610692637856,0.6150664392115452,0.8054371216049527,1.0
46.0,0.969254113581858,0.202944032093611,0.5053773995284357,1.1312253971734265,1.0
47.0,1.1249357178522528,-0.05088835756228342,0.5063293631489668,0.9855980213622539,1.0
48.0,1.0565062250190165,0.22335240260832037,0.475880323977391,1.0646933893861934,1.0
49.0,0.8477742842100149,0.18259441155571304,0.5251057658065896,1.143802992110811,1.0
50.0,1.057432185793102,-0.04911362318352256,0.5925192183910721,0.8878564191305758,1.0
51.0,0.986472195312963,0.021881925982942592,0.4232246375536548,0.9540363231118401,1.0
52.0,0.9562565410236735,0.0005961627711212197,0.4435601190170064,0.9950938714666989,1.0
53.0,1.0830978859446259,-0.05378420323469729,0.4779398729999504,0.9435549049480962,1.0
54.0,1.122027414535499,-0.16583211891520455,0.3721739360929278,1.1924211198695849,1.0
55.0,1.1080718328959362,-0.2087883617266295,0.4227933717672557,0.9292666116016371,1.0
56.0,0.9260620150032709,-0.1748494732602441,0.45456699350549856,0.9544290893768481,1.0
57.0,0.9731314634252458,-0.085502202064524,0.5866124157236036,1.0244916041706649,1.0
58.0,1.0302833250715042,-0.1786786846558378,0.5219317209628636,0.876942029323539,1.0
59.0,1.0868584365949545,-0.3001160644570422,0.5110580001251608,0.9497358527070923,1.0
60.0,0.9325843635456125,-0.21562304794291876,0.572337686878865,1.012247113455159,1.0
61.0,0.9521938735739078,-0.6070781216233627,0.468589653727152,0.9374737308020384,1.0
62.0,0.8494545065847909,-0.23644148295821416,0.5159873838824828,0.9507493180953989,1.0
63.0,0.8288768709194778,-0.5540178102743074,0.46077343821736966,0.8955643220827079,1.0
64.0,1.017252897733468,-0.44462438672476295,0.49133318948378374,0.7845532845759715,1.0
65.0,1.0582332062115207,-0.5482583079653961,0.3997754826628077,0.9547685244883622,1.0
66.0,0.9011369215528128,-0.593219760789215,0.20698394772447684,1.0838312408755704,1.0
67.0,0.9935544035034813,-0.3746510467634363,0.42981928728515567,0.8950412767926227,1.0
68.0,0.91337780892502,-0.5639807971137558,0.5774785134167189,0.8997406181450115,1.0
69.0,0.7958815400375653,-0.5085056006463854,0.5193648445197447,0.9296657910097637,1.0
70.0,0.8788957296596835,-0.5732357657733365,0.5144143295100346,0.7158231194541722,1.0
71.0,0.9781237596147639,-0.5456443497104587,0.5322195701111517,0.9945715687811276,1.0
72.0,0.8015214386993578,-0.6098631481053375,0.40781417679771664,0.8253369222526331,1.0
73.0,0.9415918504529278,-0.7694094204360217,0.4086416595226695,0.9483131747804381,1.0
74.0,0.5024361682011115,-0.5643927337017972,0.31673644605790424,0.691107379057687,1.0
75.0,0.8251648551210132,-0.7356256975484468,0.3361262629852867,0.9247807969392734,1.0
76.0,0.7295456620250442,-0.863437978805141,0.41819378877392394,0.7983565046047054,1.0
77.0,0.6681313770278479,-0.7713985940914612,0.4655506459002451,0.7533361206596705,1.0
78.0,0.6837472025369737,-0.5985750549732314,0.31943703096970794,0.6979735703187383,1.0
79.0,0.45172479662487336,-0.6829293455396122,0.2762679636033862,0.6256288262775177,1.0
80.0,0.6038209287981285,-0.8213343662270537,0.3089428506725956,0.7458412834292669,1.0
81.0,0.6362265838293106,-0.8391110953513606,0.35632428417792544,0.6145513136629407,1.0
82.0,0.7224782059173147,-0.8532457255786697,0.13885481500412333,0.37798183108444794,1.0
83.0,0.49650755368244937,-0.6294680354950823,0.04039503828702909,0.43661592933911386,1.0
84.0,0.44062984404153327,-0.814157441294197,0.2014817130120634,0.5028946291115773,1.0
85.0,0.4439740345609839,-0.8236871781122713,0.12074937261404865,0.5251496372359931,1.0
86.0,0.557913910869785,-0.7771210798914299,0.1780685254807534,0.460714850209588,1.0
87.0,0.4710541572589527,-0.8688327129474187,0.19995713691039063,0.5600761252723506,1.0
88.0,0.35661813549255916,-0.9302694489179059,0.15506783262792578,0.21448396946540058,1.0
89.0,0.4319745323980964,-0.9347334059709959,0.3311161935360005,0.3950065827372768,1.0
90.0,0.3610768195866324,-0.9320604044435059,0.2038545042816417,0.1695711421131129,1.0
91.0,0.418651928977909,-0.9374830407280595,0.1863865963688383,0.3977586594730369,1.0
92.0,0.22172732241216137,-0.8689080236748099,0.20358242569968388,0.2824867603556963,1.0
93.0,0.22906847263186006,-0.9434280538431914,0.01237937721308685,0.3037956844940487,1.0
94.0,0.19231303853732382,-0.8813446313642086,0.21496840096259195,0.14513555779156295,1.0
95.0,0.054679104630551895,-0.9676944097935093,0.08818411631358113,0.3289770926095389,1.0
96.0,0.19999760013296297,-0.9557962062946971,0.14743604313256914,0.2745580388323905,1.0
97.0,0.16572509845317857,-1.1665353392314213,-0.04223079254127558,0.1979740015363784,1.0
98.0,0.10927485959650503,-0.8771533022204833,-0.10589902454038189,0.09581178924591487,1.0
99.0,0.05438969429515314,-0.9352209297987926,0.11575821466388184,0.13583413616218104,1.0
100.0,-0.09463175636272783,-0.8701640143014506,0.056088606525903466,-0.023783938956421273,1.0
101.0,-0.02609919453780301,-1.25869696006643,-0.08727754162143965,0.1015209036408041,1.0
102.0,-0.04921189422824656,-0.7583520844803273,-0.09954163452035936,0.1500076468568225,1.0
103.0,-0.12600869373891296,-0.9782799501786855,0.08449783987794626,0.06128008918116756,1.0
104.0,-0.09265381439641779,-0.8496499774336979,-0.16240901610684644,-0.14948549021055782,1.0
105.0,-0.0667372895535431,-1.0596254757428873,0.10544085245284263,-0.07100064350768666,1.0
106.0,0.05101699814104163,-0.8885479511839693,-0.16416817476009787,-0.26691574635587617,1.0
107.0,-0.15041449748482183,-1.0483866392496055,-0.02545230217851993,-0.11063324765043815,1.0
108.0,-0.17216896825879469,-0.997677410570647,-0.13722925664583943,-0.15286366604481724,1.0
109.0,-0.2351711574960337,-0.7351958623179589,-0.05899999530692963,-0.4147081998726334,1.0
110.0,-0.44912711070633865,-0.9360170802111886,-0.188541900305142,-0.3734283735676709,1.0
111.0,-0.28911597531503475,-0.8846160001346028,-0.1650671400478415,-0.3147784774444898,1.0
112.0,-0.3093179567574096,-0.8078337411761166,-0.1591841769417896,-0.34542695246559485,1.0
113.0,-0.09752589836271866,-0.8328354251671687,-0.2777994560394266,-0.4647978031531278,1.0
114.0,-0.3911993934833815,-0.8540186974441605,-0.11760491966632773,-0.3330654240700509,1.0
115.0,-0.3694975108881604,-0.8183282333559733,-0.25690323496367506,-0.3745048842274704,1.0
116.0,-0.43036025562995395,-0.5993670730222319,-0.24211033666952247,-0.44631599185728155,1.0
117.0,-0.5705141731565088,-0.8294900117886496,-0.33211397801398485,-0.5292255194103919,1.0
118.0,-0.36561488184965535,-0.7867884360051295,-0.5020878534360156,-0.375026450659501,1.0
119.0,-0.4304217039371557,-0.6841701630029333,-0.2778662358188894,-0.34007429589700355,1.0
120.0,-0.45167078024159335,-0.6602044935184899,-0.030131451317663427,-0.5791301233305518,1.0
121.0,-0.6462874384860928,-0.6327777383867124,-0.20526997376956316,-0.616565384722101,1.0
122.0,-0.43903493451835485,-0.6675523913317447,-0.29768932688552796,-0.5301935990707651,1.0
123.0,-0.7428319055232805,-0.8249110467644649,-0.33376863869900913,-0.638449737218751,1.0
124.0,-0.566636717187021,-0.5257133275229003,-0.3166208302085256,-0.6392621466333714,1.0
125.0,-0.42827276715086793,-0.781418745540048,-0.2752035096046681,-0.5733530145593986,1.0
126.0,-0.7676658955516841,-0.6135519125377918,-0.4586937193564984,-0.8595478717893446,1.0
127.0,-0.7458124478946683,-0.6956002400513166,-0.23951552435666468,-0.5573524424491242,1.0
128.0,-0.6990435928158893,-0.6022927112313888,-0.2893726395246087,-0.7017406768917193,1.0
129.0,-0.77841789158874,-0.5380816086902203,-0.2986730469742231,-0.7692196406333381,1.0
130.0,-0.9014144645044141,-0.5132981992987485,-0.33583299332443417,-0.7552715368199457,1.0
131.0,-0.7569672484789142,-0.4771399570503247,-0.386506663766916,-0.767580610457465,1.0
132.0,-0.8867091956366049,-0.3313065717556879,-0.3295598951419218,-0.953598954608487,1.0
133.0,-0.7489377486558464,-0.4201435495951265,-0.3456237391422011,-0.6468031689740409,1.0
134.0,-0.9032043349390816,-0.4622321201164612,-0.44774173355865976,-0.8071293482886395,1.0
135.0,-0.6703648500802468,-0.31325448744829737,-0.4767960793374473,-0.7810580775372633,1.0
136.0,-0.9168970239424449,-0.26211771647721455,-0.4159070246350188,-0.7434167176514169,1.0
137.0,-0.8830947144422041,-0.4748099041580377,-0.2773991231181564,-0.9530048085776667,1.0
138.0,-0.7809444986538179,-0.2629046644498569,-0.5619657246676895,-0.8149490304872621,1.0
139.0,-0.9958693236081445,-0.22276291731937004,-0.5901009295145755,-0.8995470010546284,1.0
140.0,-0.8595917193539682,-0.2925411691529111,-0.4316997792905459,-0.7976606352927318,1.0
141.0,-0.7602364642483119,-0.09481733493407901,-0.4474436567097326,-1.1036734817117042,1.0
142.0,-1.0593612840427393,-0.21672510370037723,-0.43907942096337454,-0.9085223906107435,1.0
143.0,-0.8868529179366906,-0.15825178940827847,-0.4354199892612676,-0.9655983693683172,1.0
144.0,-0.8850653662987896,-0.15699513665753098,-0.48505425553250375,-0.8678273506602164,1.0
145.0,-0.8376365308831691,-0.10682767636382566,-0.31618032242749905,-0.8688143993240799,1.0
146.0,-1.0433016848982555,-0.18656048070383757,-0.6272010120601825,-0.9903692032926498,1.0
147.0,-1.0544584537739583,-0.18936602030775262,-0.5514134560681473,-0.9936301788831351,1.0
148.0,-0.8720399276355043,0.14575012185646544,-0.4798499255209092,-0.9353006210529271,1.0
149.0,-0.8953697257643367,-0.06667847486259304,-0.6343104351167018,-1.0147324158191762,1.0
150.0,-0.8998645143660513,-0.049377101307554364,-0.48754984765103415,-0.8407154298554262,1.0
151.0,-0.8891257399367077,-0.13383706857400762,-0.30329582142795836,-0.9606912809311499,1.0
152.0,-0.9896415852780344,0.04930982350357359,-0.4663385153381041,-1.2123379350523495,1.0
153.0,-0.8952956991575892,0.01253426696944504,-0.44384810152263404,-0.9560032745358702,1.0
154.0,-0.8851117691904397,0.34058421518959026,-0.5909336924851196,-1.018273398604705,1.0
155.0,-0.9807716592782193,0.30877517478596195,-0.5240621572994968,-1.0724640990216772,1.0
156.0,-0.7167006515610059,0.1702297480536464,-0.49696649717794233,-1.0270207664977389,1.0
157.0,-0.848865976004777,0.49534962377655456,-0.48775400158145915,-0.8853084209126587,1.0
158.0,-1.007386819038476,0.3991233784080112,-0.3238717630666367,-0.7553923864933881,1.0
159.0,-0.8136517542816872,0.2990538034829822,-0.3918424094579806,-0.8479886677585722,1.0
160.0,-0.9668777272974658,0.11190585587276863,-0.5538585838390779,-0.9300598990963076,1.0
161.0,-0.7798646366649419,0.6209398687890462,-0.4126941287344511,-0.8129826775221167,1.0
162.0,-0.7309483883146879,0.28254787975259743,-0.38168990636614375,-0.8927169772373275,1.0
163.0,-0.9161934787537587,0.28625606533091097,-0.31120587776532527,-0.903585283834902,1.0
164.0,-0.7241994326625195,0.5819464280858117,-0.26042266234484673,-0.9359733124102502,1.0
165.0,-0.7647781913761237,0.7521324271399674,-0.5127958194759319,-0.9812391647449454,1.0
166.0,-0.7084907708301965,0.6745987731433684,-0.4847424528441649,-0.82968915748559,1.0
167.0,-0.5847939490067091,0.6200958060940379,-0.5213527678858719,-0.7586678982800907,1.0
168.0,-0.7819400248162534,0.6502058994498857,-0.4105110009270897,-0.7670635802174552,1.0
169.0,-0.8148706879545289,0.7025633333141152,-0.33157115677321497,-0.7810937643135157,1.0
170.0,-0.8097294748351362,0.7190457903909288,-0.2701640727858903,-0.8153526379422621,1.0
171.0,-0.7828431382825479,0.6966177243897445,-0.3667847158158129,-0.6404374906175072,1.0
172.0,-0.6886782797109232,0.7036540733323274,-0.3810774153188494,-0.8126813007641712,1.0
173.0,-0.625800404259801,0.711075598683379,-0.3234406603045173,-0.5823128103571178,1.0
174.0,-0.610455831740308,0.665381433304977,-0.411285454708366,-0.7383466135659824,1.0
175.0,-0.5328987665894941,0.7354725126309771,-0.10761343233582965,-0.6908606152284,1.0
176.0,-0.5911137140793736,0.6163034029224541,-0.4657818631541969,-0.7390924223287321,1.0
177.0,-0.4231843889648681,0.7970996053048478,-0.27465369930958633,-0.6186780113691634,1.0
178.0,-0.5704775701615281,0.728663560754752,-0.07855423040481119,-0.4464806409899346,1.0
179.0,-0.2468430147456656,0.7369874003756915,-0.26770894020527297,-0.4672971225602318,1.0
180.0,-0.43053957233968254,0.8843746591932878,-0.27456606606725004,-0.39526409591337963,1.0
181.0,-0.5524917413126802,1.0238211062609348,-0.2781915941756278,-0.41456173107765837,1.0
182.0,-0.5469837588443407,0.993867157884282,-0.2470955318044646,-0.5502614918912663,1.0
183.0,-0.36424072267541446,0.7615621190938978,-0.07811829379137264,-0.4455668866324887,1.0
184.0,-0.40692923588692087,0.83537201549085,-0.4226868790193278,-0.46260287026608204,1.0
185.0,-0.28480653819866064,1.0432653146777893,-0.034019182933561626,-0.2231490972039658,1.0
186.0,-0.28006265771876676,0.8649091494110692,-0.3153982346423845,-0.4470652848187524,1.0
187.0,-0.3054333503924916,0.9537670757474448,-0.185099821846203,-0.20878069018789325,1.0
188.0,-0.3532064914944137,1.0433982818620855,-0.18659741128306218,-0.1792317326766963,1.0
189.0,-0.3900299226160495,0.9027997567314773,-0.06987673255611902,-0.05558317997585435,1.0
190.0,-0.25288534858623346,1.0204805132328998,-0.27343887138765,-0.2492025126424811,1.0
191.0,-0.09198267858052345,0.8859069067450915,-0.05215357195780062,-0.10639034205485448,1.0
192.0,-0.12533171486947084,0.967587953520437,0.11945080807783004,0.08142409437139303,1.0
193.0,-0.24019336745711006,1.0671589165416373,-0.20378680491189635,-0.1773836572792809,1.0
194.0,-0.06696994619043632,0.88237102255871,-0.032883112336447404,-0.2377920635287905,1.0
195.0,-0.014245486243455709,1.0912350896680212,-0.10234658964759036,-0.24077822760711576,1.0
196.0,-0.10950345425818857,1.0497634443336143,0.022220055490456136,0.050153492248057874,1.0
197.0,0.0260322007820895,1.110534024352017,-0.0026152370245162955,-0.17765533061832167,1.0
198.0,0.048344921759906366,1.0802492221283087,-0.05279657585668769,0.005292144621514089,1.0
199.0,-0.03985267557283867,1.1958573595036779,0.07604944563225927,0.11817567291411972,1.0
200.0,0.14216826945099637,1.072562731643534,0.22361956767674832,0.12490708709915944,1.0
201.0,0.19440694591614166,1.016707855868175,0.04001380740686918,0.18087297969773547,1.0
202.0,0.27853527001341405,1.0704981370734117,0.14698075695265123,0.19245913127597175,1.0
203.0,0.30744364465725993,1.1102316762485285,-0.03845573622039172,0.32995002078510893,1.0
204.0,0.09603045414201694,1.0574375138316872,0.011044847576851938,0.13856575286384637,1.0
205.0,0.1716186107761853,1.0522800662364418,0.16968092491162626,0.1977016009218444,1.0
206.0,0.3483473810608667,0.9727154548173544,0.28652321971328654,0.2195779098129183,1.0
207.0,0.3794736073323974,0.9703481385831505,0.18924848063879388,0.4111141934274375,1.0
208.0,0.4106289491350199,0.8891376935584913,0.13784587678948168,0.44916403934392146,1.0
209.0,0.7751743197441265,1.1961597253967655,0.1844192654212021,0.43502370261050516,1.0
210.0,0.47748509474992445,0.8876717996017933,0.07464673793282159,0.5387454103696006,1.0
211.0,0.5641357034182564,0.9326852561275618,0.27518054177507434,0.3327750526625584,1.0
212.0,0.5758212823794451,0.9191245497613764,0.31783324863679274,0.6471435171852385,1.0
213.0,0.5750320542211678,1.0685302468191942,0.19907677060132528,0.6622167912618138,1.0
214.0,0.5074390356563702,0.9367104979964709,0.21176805457354156,0.6125281598449794,1.0
215.0,0.6435088670555452,1.077255439979611,0.29963303470755326,0.7457918358833244,1.0
216.0,0.5185205304679854,0.8705299156016661,0.24341874154600096,0.43014073115396523,1.0
217.0,0.5998300381754207,0.9503128544678621,0.2942818271012677,0.5710670852231564,1.0
218.0,0.6021752258743884,0.8225654981874081,0.5244170583343901,0.5771812345891036,1.0
219.0,0.6855631096429496,1.10347061499805,0.30302431681659814,0.7495236280800518,1.0
220.0,0.9349442286150815,0.7522373428582494,0.3048941597607321,0.5984642979875161,1.0
221.0,0.5422677732676515,0.8832247774959238,0.28868190463883614,0.804743807460575,1.0
222.0,0.8225247398351018,0.8960887978788546,0.44025744643770776,0.8909523351973218,1.0
223.0,0.6168959376750185,0.8538019153305528,0.35980018391402036,0.8476878148023836,1.0
